student_course_year_semester_week_intervention,student_course_year_semester_week,student_id,reason_id,intervention_id,intervention_current_status,intervention_assignee,week_date_beginning,date_closed,intervention_age,current_week
10864_295717_2016_S1C_01_I40,10864_295717_2016_S1C_01,10864,R09,I40,Closed,skyla ballard,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
10866_97518_2016_S1C_01_I33,10866_97518_2016_S1C_01,10866,R36,I33,Closed,walter silva,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
10866_97518_2016_S1C_03_I30,10866_97518_2016_S1C_03,10866,R25,I30,Closed,nathaly howe,"Monday, 14 March 2016","Monday, 18 April 2016",35,
10866_97518_2016_S1C_03_I31,10866_97518_2016_S1C_03,10866,R25,I31,Closed,dustin christian,"Monday, 14 March 2016","Wednesday, 6 April 2016",23,
10866_97518_2016_S1C_03_I32,10866_97518_2016_S1C_03,10866,R25,I32,Closed,ayanna christensen,"Monday, 14 March 2016","Monday, 18 April 2016",35,
10866_97518_2016_S1C_03_I40,10866_97518_2016_S1C_03,10866,R25,I40,Closed,brennen payne,"Monday, 14 March 2016","Saturday, 26 March 2016",12,
10874_398547_2016_S1C_01_I33,10874_398547_2016_S1C_01,10874,R01,I33,Closed,eli flynn,"Monday, 29 February 2016","Friday, 4 March 2016",4,
10874_398547_2016_S1C_01_I39,10874_398547_2016_S1C_01,10874,R22,I39,Closed,soren shaffer,"Monday, 29 February 2016","Monday, 29 February 2016",0,
1088_371564_2016_S1C_01_I33,1088_371564_2016_S1C_01,1088,R36,I33,Closed,skyla ballard,"Monday, 29 February 2016","Friday, 11 March 2016",11,
10887_1311663_2016_S1C_01_I33,10887_1311663_2016_S1C_01,10887,R36,I33,Closed,hallie matthews,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
10887_1312414_2016_S1C_01_I30,10887_1312414_2016_S1C_01,10887,R09,I30,Closed,memphis blake,"Monday, 29 February 2016","Wednesday, 16 March 2016",16,
10887_1312414_2016_S1C_01_I31,10887_1312414_2016_S1C_01,10887,R09,I31,Closed,amiya richmond,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
10887_1312414_2016_S1C_01_I32,10887_1312414_2016_S1C_01,10887,R09,I32,Closed,mila perry,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
10887_1312414_2016_S1C_01_I40,10887_1312414_2016_S1C_01,10887,R09,I40,Closed,chris lyons,"Monday, 29 February 2016","Monday, 21 March 2016",21,
10892_1416382_2016_S1C_03_I33,10892_1416382_2016_S1C_03,10892,R36,I33,Closed,nathaly howe,"Monday, 14 March 2016","Monday, 11 April 2016",28,
10892_1416382_2016_S1C_03_I39,10892_1416382_2016_S1C_03,10892,R22,I39,Open,brennen payne,"Monday, 14 March 2016",,21,
10893_1071111_2016_S1C_01_I30,10893_1071111_2016_S1C_01,10893,R09,I30,Closed,jayden sears,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
10893_1071111_2016_S1C_01_I31,10893_1071111_2016_S1C_01,10893,R09,I31,Closed,naomi ochoa,"Monday, 29 February 2016","Monday, 21 March 2016",21,
10893_1071111_2016_S1C_01_I32,10893_1071111_2016_S1C_01,10893,R09,I32,Closed,anahi simpson,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
10893_1071111_2016_S1C_01_I33,10893_1071111_2016_S1C_01,10893,R36,I33,Closed,keyla randolph,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
10893_1071111_2016_S1C_01_I40,10893_1071111_2016_S1C_01,10893,R09,I40,Closed,zoe duran,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
1090_957860_2016_S1C_03_I33,1090_957860_2016_S1C_03,1090,R01,I33,Closed,skyla ballard,"Monday, 14 March 2016","Friday, 1 April 2016",18,
10921_292597_2016_S1C_01_I30,10921_292597_2016_S1C_01,10921,R09,I30,Closed,eli flynn,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
10921_292597_2016_S1C_01_I31,10921_292597_2016_S1C_01,10921,R09,I31,Closed,zoe duran,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
10921_292597_2016_S1C_01_I32,10921_292597_2016_S1C_01,10921,R09,I32,Closed,jayden sears,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
10921_292597_2016_S1C_01_I33,10921_292597_2016_S1C_01,10921,R01,I33,Closed,anahi simpson,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
10921_292597_2016_S1C_01_I40,10921_292597_2016_S1C_01,10921,R09,I40,Closed,nathaly howe,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
10923_1071111_2016_S1C_01_I32,10923_1071111_2016_S1C_01,10923,R09,I32,Closed,amaya reynolds,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10923_1075329_2016_S1C_01_I30,10923_1075329_2016_S1C_01,10923,R09,I30,Closed,jasmine fischer,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
10923_1075329_2016_S1C_01_I31,10923_1075329_2016_S1C_01,10923,R09,I31,Closed,frankie malone,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
10923_1075329_2016_S1C_01_I40,10923_1075329_2016_S1C_01,10923,R09,I40,Closed,frankie malone,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10923_379921_2016_S1C_01_I33,10923_379921_2016_S1C_01,10923,R36,I33,Closed,eli flynn,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
10924_1265972_2016_S1C_01_I33,10924_1265972_2016_S1C_01,10924,R01,I33,Closed,jasmine fischer,"Monday, 29 February 2016","Monday, 28 March 2016",28,
10924_97518_2016_S1C_03_I30,10924_97518_2016_S1C_03,10924,R25,I30,Closed,naomi ochoa,"Monday, 14 March 2016","Thursday, 31 March 2016",17,
10924_97518_2016_S1C_03_I31,10924_97518_2016_S1C_03,10924,R25,I31,Closed,eli flynn,"Monday, 14 March 2016","Friday, 25 March 2016",11,
10924_97518_2016_S1C_03_I32,10924_97518_2016_S1C_03,10924,R25,I32,Closed,catherine hunt,"Monday, 14 March 2016","Monday, 14 March 2016",0,
10924_97518_2016_S1C_03_I40,10924_97518_2016_S1C_03,10924,R25,I40,Closed,amiyah franks,"Monday, 14 March 2016","Sunday, 3 April 2016",20,
10927_1077856_2016_S1C_01_I33,10927_1077856_2016_S1C_01,10927,R01,I33,Open,sabrina dawson,"Monday, 29 February 2016",,35,
1093_1071111_2016_S1C_01_I30,1093_1071111_2016_S1C_01,1093,R09,I30,Closed,frankie malone,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
1093_1071111_2016_S1C_01_I31,1093_1071111_2016_S1C_01,1093,R09,I31,Open,ronan cooper,"Monday, 29 February 2016",,35,
1093_1071111_2016_S1C_01_I32,1093_1071111_2016_S1C_01,1093,R09,I32,Closed,nathaly howe,"Monday, 29 February 2016","Friday, 11 March 2016",11,
1093_1071111_2016_S1C_01_I40,1093_1071111_2016_S1C_01,1093,R09,I40,Closed,kaden talley,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
1093_1075329_2016_S1C_01_I33,1093_1075329_2016_S1C_01,1093,R36,I33,Closed,marc lopez,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
10939_312853_2016_S1C_01_I33,10939_312853_2016_S1C_01,10939,R01,I33,Closed,amiya richmond,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
10939_379726_2016_S1C_01_I30,10939_379726_2016_S1C_01,10939,R09,I30,Closed,marc lopez,"Monday, 29 February 2016","Friday, 25 March 2016",25,
10939_379726_2016_S1C_01_I31,10939_379726_2016_S1C_01,10939,R09,I31,Closed,kaden talley,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
10939_379726_2016_S1C_01_I32,10939_379726_2016_S1C_01,10939,R09,I32,Closed,amaya reynolds,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
10939_379726_2016_S1C_01_I40,10939_379726_2016_S1C_01,10939,R09,I40,Open,soren shaffer,"Monday, 29 February 2016",,35,
10947_507639_2016_S1C_06_I30,10947_507639_2016_S1C_06,10947,R25,I30,Closed,amaya reynolds,"Monday, 4 April 2016","Saturday, 23 April 2016",19,X
10947_507639_2016_S1C_06_I31,10947_507639_2016_S1C_06,10947,R25,I31,Closed,mila perry,"Monday, 4 April 2016","Monday, 2 May 2016",28,X
10947_507639_2016_S1C_06_I32,10947_507639_2016_S1C_06,10947,R25,I32,Closed,thalia mckee,"Monday, 4 April 2016","Friday, 29 April 2016",25,X
10947_507639_2016_S1C_06_I40,10947_507639_2016_S1C_06,10947,R25,I40,Open,hallie matthews,"Monday, 4 April 2016",,0,X
10947_512263_2016_S1C_01_I33,10947_512263_2016_S1C_01,10947,R36,I33,Closed,siena cochran,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
10949_379065_2016_S1C_01_I30,10949_379065_2016_S1C_01,10949,R09,I30,Open,audrina meyers,"Monday, 29 February 2016",,35,
10949_379065_2016_S1C_01_I31,10949_379065_2016_S1C_01,10949,R09,I31,Closed,ronan cooper,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10949_379065_2016_S1C_01_I32,10949_379065_2016_S1C_01,10949,R09,I32,Closed,miguel joseph,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
10949_379065_2016_S1C_01_I40,10949_379065_2016_S1C_01,10949,R09,I40,Closed,frankie malone,"Monday, 29 February 2016","Monday, 7 March 2016",7,
10949_581161_2016_S1C_01_I33,10949_581161_2016_S1C_01,10949,R36,I33,Closed,walter silva,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
10951_373396_2016_S1C_01_I33,10951_373396_2016_S1C_01,10951,R36,I33,Open,anastasia crawford,"Monday, 29 February 2016",,35,
10968_1002635_2016_S1C_05_I33,10968_1002635_2016_S1C_05,10968,R36,I33,Closed,zoey yates,"Monday, 28 March 2016","Monday, 18 April 2016",21,
10968_1002635_2016_S1C_05_I39,10968_1002635_2016_S1C_05,10968,R22,I39,Closed,anastasia crawford,"Monday, 28 March 2016","Sunday, 1 May 2016",34,
10970_1311663_2016_S1C_01_I30,10970_1311663_2016_S1C_01,10970,R09,I30,Open,jasmine fischer,"Monday, 29 February 2016",,35,
10970_1311663_2016_S1C_01_I31,10970_1311663_2016_S1C_01,10970,R09,I31,Closed,bennett herring,"Monday, 29 February 2016","Monday, 28 March 2016",28,
10970_1311663_2016_S1C_01_I32,10970_1311663_2016_S1C_01,10970,R09,I32,Closed,naomi ochoa,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
10970_1311663_2016_S1C_01_I33,10970_1311663_2016_S1C_01,10970,R01,I33,Closed,damaris myers,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
10970_1311663_2016_S1C_01_I40,10970_1311663_2016_S1C_01,10970,R09,I40,Closed,audrina meyers,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
10976_1312726_2016_S1C_01_I33,10976_1312726_2016_S1C_01,10976,R36,I33,Closed,scott bass,"Monday, 29 February 2016","Monday, 14 March 2016",14,
10978_1312726_2016_S1C_01_I33,10978_1312726_2016_S1C_01,10978,R36,I33,Open,braydon mcintosh,"Monday, 29 February 2016",,35,
10978_1312726_2016_S1C_03_I30,10978_1312726_2016_S1C_03,10978,R25,I30,Closed,nathaly howe,"Monday, 14 March 2016","Friday, 8 April 2016",25,
10978_1312726_2016_S1C_03_I31,10978_1312726_2016_S1C_03,10978,R25,I31,Open,audrina meyers,"Monday, 14 March 2016",,21,
10978_1312726_2016_S1C_03_I32,10978_1312726_2016_S1C_03,10978,R25,I32,Closed,amiyah franks,"Monday, 14 March 2016","Monday, 21 March 2016",7,
10978_1312726_2016_S1C_03_I40,10978_1312726_2016_S1C_03,10978,R25,I40,Open,thalia mckee,"Monday, 14 March 2016",,21,
10987_1312726_2016_S1C_01_I33,10987_1312726_2016_S1C_01,10987,R36,I33,Closed,anahi simpson,"Monday, 29 February 2016","Monday, 21 March 2016",21,
10988_774378_2016_S1C_06_I33,10988_774378_2016_S1C_06,10988,R36,I33,Closed,siena cochran,"Monday, 4 April 2016","Thursday, 28 April 2016",24,X
10988_774378_2016_S1C_06_I39,10988_774378_2016_S1C_06,10988,R22,I39,Open,brennen payne,"Monday, 4 April 2016",,0,X
10996_974249_2016_S1C_02_I33,10996_974249_2016_S1C_02,10996,R36,I33,Open,scott bass,"Monday, 7 March 2016",,28,
10996_974249_2016_S1C_02_I39,10996_974249_2016_S1C_02,10996,R22,I39,Closed,valeria ayers,"Monday, 7 March 2016","Friday, 1 April 2016",25,
10999_321068_2016_S1C_05_I30,10999_321068_2016_S1C_05,10999,R25,I30,Closed,ronan cooper,"Monday, 28 March 2016","Thursday, 5 May 2016",38,
10999_321068_2016_S1C_05_I31,10999_321068_2016_S1C_05,10999,R25,I31,Closed,siena cochran,"Monday, 28 March 2016","Friday, 1 April 2016",4,
10999_321068_2016_S1C_05_I32,10999_321068_2016_S1C_05,10999,R25,I32,Closed,naomi ochoa,"Monday, 28 March 2016","Friday, 1 April 2016",4,
10999_321068_2016_S1C_05_I33,10999_321068_2016_S1C_05,10999,R25,I33,Closed,scott bass,"Monday, 28 March 2016","Sunday, 17 April 2016",20,
10999_321068_2016_S1C_05_I40,10999_321068_2016_S1C_05,10999,R25,I40,Open,dustin christian,"Monday, 28 March 2016",,7,
11_1315930_2016_S1C_01_I30,11_1315930_2016_S1C_01,11,R09,I30,Open,brennen payne,"Monday, 29 February 2016",,35,
11_1315930_2016_S1C_01_I31,11_1315930_2016_S1C_01,11,R09,I31,Closed,kendall norris,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
11_1315930_2016_S1C_01_I32,11_1315930_2016_S1C_01,11,R09,I32,Closed,soren shaffer,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
11_1315930_2016_S1C_01_I40,11_1315930_2016_S1C_01,11,R09,I40,Open,august bates,"Monday, 29 February 2016",,35,
11_1316382_2016_S1C_01_I33,11_1316382_2016_S1C_01,11,R36,I33,Open,marc lopez,"Monday, 29 February 2016",,35,
11005_1008265_2016_S1C_01_I33,11005_1008265_2016_S1C_01,11005,R10,I33,Closed,memphis blake,"Monday, 29 February 2016","Friday, 18 March 2016",18,
11005_1008265_2016_S1C_02_I30,11005_1008265_2016_S1C_02,11005,R25,I30,Closed,hallie matthews,"Monday, 7 March 2016","Monday, 21 March 2016",14,
11005_1008265_2016_S1C_02_I31,11005_1008265_2016_S1C_02,11005,R25,I31,Open,mila perry,"Monday, 7 March 2016",,28,
11005_1008265_2016_S1C_02_I32,11005_1008265_2016_S1C_02,11005,R25,I32,Closed,valeria ayers,"Monday, 7 March 2016","Sunday, 10 April 2016",34,
11005_1008265_2016_S1C_02_I40,11005_1008265_2016_S1C_02,11005,R25,I40,Closed,ayanna christensen,"Monday, 7 March 2016","Monday, 7 March 2016",0,
11006_312546_2016_S1C_02_I33,11006_312546_2016_S1C_02,11006,R01,I33,Closed,marc lopez,"Monday, 7 March 2016","Sunday, 27 March 2016",20,
11006_312546_2016_S1C_02_I39,11006_312546_2016_S1C_02,11006,R22,I39,Closed,walter silva,"Monday, 7 March 2016","Wednesday, 13 April 2016",37,
11007_1275124_2016_S1C_01_I30,11007_1275124_2016_S1C_01,11007,R09,I30,Open,amaya reynolds,"Monday, 29 February 2016",,35,
11007_1275124_2016_S1C_01_I31,11007_1275124_2016_S1C_01,11007,R09,I31,Closed,elyse reyes,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
11007_1275124_2016_S1C_01_I32,11007_1275124_2016_S1C_01,11007,R09,I32,Closed,jayden sears,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
11007_1275124_2016_S1C_01_I40,11007_1275124_2016_S1C_01,11007,R09,I40,Closed,amiya richmond,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
11007_295143_2016_S1C_01_I33,11007_295143_2016_S1C_01,11007,R36,I33,Closed,frankie malone,"Monday, 29 February 2016","Monday, 28 March 2016",28,
11014_312546_2016_S1C_01_I30,11014_312546_2016_S1C_01,11014,R09,I30,Closed,damaris myers,"Monday, 29 February 2016","Monday, 4 April 2016",35,
11014_312546_2016_S1C_01_I32,11014_312546_2016_S1C_01,11014,R09,I32,Closed,braydon mcintosh,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
11014_312546_2016_S1C_01_I40,11014_312546_2016_S1C_01,11014,R09,I40,Closed,amiya richmond,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
11014_312853_2016_S1C_01_I31,11014_312853_2016_S1C_01,11014,R09,I31,Open,jasmine fischer,"Monday, 29 February 2016",,35,
11014_318727_2016_S1C_01_I33,11014_318727_2016_S1C_01,11014,R36,I33,Closed,amiya richmond,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
11019_225826_2016_S1C_01_I33,11019_225826_2016_S1C_01,11019,R36,I33,Closed,thalia mckee,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
11019_225826_2016_S1C_01_I39,11019_225826_2016_S1C_01,11019,R22,I39,Closed,naomi ochoa,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
11032_1071111_2016_S1C_01_I33,11032_1071111_2016_S1C_01,11032,R36,I33,Closed,rivka tucker,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
11032_1071111_2016_S1C_01_I39,11032_1071111_2016_S1C_01,11032,R22,I39,Closed,jasmine fischer,"Monday, 29 February 2016","Friday, 18 March 2016",18,
11032_295143_2016_S1C_02_I30,11032_295143_2016_S1C_02,11032,R09,I30,Closed,arianna emerson,"Monday, 7 March 2016","Monday, 4 April 2016",28,
11032_295143_2016_S1C_02_I31,11032_295143_2016_S1C_02,11032,R09,I31,Closed,demarcus klein,"Monday, 7 March 2016","Thursday, 17 March 2016",10,
11032_295143_2016_S1C_02_I32,11032_295143_2016_S1C_02,11032,R09,I32,Closed,thalia mckee,"Monday, 7 March 2016","Tuesday, 29 March 2016",22,
11032_295143_2016_S1C_02_I40,11032_295143_2016_S1C_02,11032,R09,I40,Closed,skyla ballard,"Monday, 7 March 2016","Saturday, 9 April 2016",33,
11033_295143_2016_S1C_01_I30,11033_295143_2016_S1C_01,11033,R09,I30,Open,keyla randolph,"Monday, 29 February 2016",,35,
11033_295143_2016_S1C_01_I31,11033_295143_2016_S1C_01,11033,R09,I31,Closed,annabella golden,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
11033_541197_2016_S1C_02_I39,11033_541197_2016_S1C_02,11033,R22,I39,Closed,walter silva,"Monday, 7 March 2016","Thursday, 7 April 2016",31,
11033_835470_2016_S1C_01_I32,11033_835470_2016_S1C_01,11033,R09,I32,Closed,nathaly howe,"Monday, 29 February 2016","Friday, 4 March 2016",4,
11033_835470_2016_S1C_01_I33,11033_835470_2016_S1C_01,11033,R01,I33,Closed,natalie dale,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
11033_835470_2016_S1C_01_I40,11033_835470_2016_S1C_01,11033,R09,I40,Closed,miguel joseph,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
11036_163579_2016_S1C_01_I33,11036_163579_2016_S1C_01,11036,R01,I33,Closed,jalen david,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
11036_163579_2016_S1C_01_I39,11036_163579_2016_S1C_01,11036,R22,I39,Closed,arianna emerson,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
11036_164565_2016_S1C_05_I30,11036_164565_2016_S1C_05,11036,R25,I30,Open,zoey yates,"Monday, 28 March 2016",,7,
11036_164565_2016_S1C_05_I31,11036_164565_2016_S1C_05,11036,R25,I31,Closed,marc lopez,"Monday, 28 March 2016","Sunday, 17 April 2016",20,
11036_164565_2016_S1C_05_I32,11036_164565_2016_S1C_05,11036,R25,I32,Closed,chris lyons,"Monday, 28 March 2016","Saturday, 30 April 2016",33,
11036_164565_2016_S1C_05_I40,11036_164565_2016_S1C_05,11036,R25,I40,Closed,zoey yates,"Monday, 28 March 2016","Wednesday, 13 April 2016",16,
11050_1079353_2016_S1C_01_I30,11050_1079353_2016_S1C_01,11050,R09,I30,Closed,wendy mathews,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
11050_1079353_2016_S1C_01_I31,11050_1079353_2016_S1C_01,11050,R09,I31,Closed,thalia mckee,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
11050_1079353_2016_S1C_01_I32,11050_1079353_2016_S1C_01,11050,R09,I32,Closed,sabrina dawson,"Monday, 29 February 2016","Friday, 1 April 2016",32,
11050_1079353_2016_S1C_01_I40,11050_1079353_2016_S1C_01,11050,R09,I40,Closed,miguel joseph,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
11050_371564_2016_S1C_01_I33,11050_371564_2016_S1C_01,11050,R36,I33,Closed,amiya richmond,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
11057_507639_2016_S1C_01_I39,11057_507639_2016_S1C_01,11057,R22,I39,Closed,zoey yates,"Monday, 29 February 2016","Monday, 28 March 2016",28,
11057_512263_2016_S1C_01_I33,11057_512263_2016_S1C_01,11057,R36,I33,Closed,thalia mckee,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
11058_1071299_2016_S1C_01_I33,11058_1071299_2016_S1C_01,11058,R36,I33,Closed,scott bass,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
11058_1312726_2016_S1C_01_I31,11058_1312726_2016_S1C_01,11058,R09,I31,Closed,memphis blake,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
11058_1312726_2016_S1C_01_I40,11058_1312726_2016_S1C_01,11058,R09,I40,Closed,frankie malone,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
11058_297135_2016_S1C_01_I30,11058_297135_2016_S1C_01,11058,R09,I30,Open,zoey yates,"Monday, 29 February 2016",,35,
11058_297135_2016_S1C_01_I32,11058_297135_2016_S1C_01,11058,R09,I32,Closed,elyse reyes,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
11063_537696_2016_S1C_01_I39,11063_537696_2016_S1C_01,11063,R22,I39,Closed,walter silva,"Monday, 29 February 2016","Monday, 7 March 2016",7,
11063_537780_2016_S1C_01_I33,11063_537780_2016_S1C_01,11063,R05,I33,Closed,damaris myers,"Monday, 29 February 2016","Monday, 4 April 2016",35,
11088_834122_2016_S1C_01_I30,11088_834122_2016_S1C_01,11088,R09,I30,Open,thalia mckee,"Monday, 29 February 2016",,35,
11088_834122_2016_S1C_01_I31,11088_834122_2016_S1C_01,11088,R09,I31,Open,chris lyons,"Monday, 29 February 2016",,35,
11088_834122_2016_S1C_01_I32,11088_834122_2016_S1C_01,11088,R09,I32,Open,nathaly howe,"Monday, 29 February 2016",,35,
11088_834122_2016_S1C_01_I33,11088_834122_2016_S1C_01,11088,R01,I33,Closed,anahi simpson,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
11088_834122_2016_S1C_01_I40,11088_834122_2016_S1C_01,11088,R09,I40,Closed,kendall norris,"Monday, 29 February 2016","Monday, 28 March 2016",28,
11104_522716_2016_S1C_01_I33,11104_522716_2016_S1C_01,11104,R02,I33,Closed,zoey yates,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
11116_1071299_2016_S1C_01_I30,11116_1071299_2016_S1C_01,11116,R09,I30,Closed,valeria ayers,"Monday, 29 February 2016","Monday, 21 March 2016",21,
11116_1071299_2016_S1C_01_I31,11116_1071299_2016_S1C_01,11116,R09,I31,Closed,thalia mckee,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
11116_1071299_2016_S1C_01_I32,11116_1071299_2016_S1C_01,11116,R09,I32,Open,walter silva,"Monday, 29 February 2016",,35,
11116_1071299_2016_S1C_01_I40,11116_1071299_2016_S1C_01,11116,R09,I40,Closed,joe flynn,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
11116_379921_2016_S1C_01_I33,11116_379921_2016_S1C_01,11116,R36,I33,Closed,anastasia crawford,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
11127_295717_2016_S1C_01_I33,11127_295717_2016_S1C_01,11127,R01,I33,Closed,brennen payne,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
11131_1312726_2016_S1C_01_I30,11131_1312726_2016_S1C_01,11131,R09,I30,Closed,sabrina dawson,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
11131_1312726_2016_S1C_01_I31,11131_1312726_2016_S1C_01,11131,R09,I31,Closed,natalie dale,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
11131_1312726_2016_S1C_01_I32,11131_1312726_2016_S1C_01,11131,R09,I32,Closed,jalen david,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
11131_1312726_2016_S1C_01_I33,11131_1312726_2016_S1C_01,11131,R36,I33,Closed,damaris myers,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
11131_1312726_2016_S1C_01_I40,11131_1312726_2016_S1C_01,11131,R09,I40,Closed,jayden sears,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
11131_512263_2016_S1C_01_I39,11131_512263_2016_S1C_01,11131,R22,I39,Open,annabella golden,"Monday, 29 February 2016",,35,
11141_1043236_2016_S1C_01_I33,11141_1043236_2016_S1C_01,11141,R36,I33,Closed,natalie dale,"Monday, 29 February 2016","Monday, 4 April 2016",35,
11151_1496354_2016_S1C_01_I39,11151_1496354_2016_S1C_01,11151,R22,I39,Closed,ronan cooper,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
11151_532520_2016_S1C_01_I33,11151_532520_2016_S1C_01,11151,R36,I33,Closed,zoey yates,"Monday, 29 February 2016","Friday, 18 March 2016",18,
11162_295143_2016_S1C_01_I33,11162_295143_2016_S1C_01,11162,R36,I33,Open,sabrina dawson,"Monday, 29 February 2016",,35,
11162_295143_2016_S1C_05_I30,11162_295143_2016_S1C_05,11162,R25,I30,Closed,august bates,"Monday, 28 March 2016","Thursday, 21 April 2016",24,
11162_295143_2016_S1C_05_I31,11162_295143_2016_S1C_05,11162,R25,I31,Closed,annabella golden,"Monday, 28 March 2016","Saturday, 2 April 2016",5,
11162_295143_2016_S1C_05_I32,11162_295143_2016_S1C_05,11162,R25,I32,Closed,zoe duran,"Monday, 28 March 2016","Saturday, 9 April 2016",12,
11162_295143_2016_S1C_05_I40,11162_295143_2016_S1C_05,11162,R25,I40,Closed,amaya reynolds,"Monday, 28 March 2016","Wednesday, 6 April 2016",9,
11168_1071111_2016_S1C_01_I33,11168_1071111_2016_S1C_01,11168,R36,I33,Closed,august bates,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
11168_1071299_2016_S1C_01_I30,11168_1071299_2016_S1C_01,11168,R09,I30,Closed,sabrina dawson,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
11168_1071299_2016_S1C_01_I31,11168_1071299_2016_S1C_01,11168,R09,I31,Closed,scott bass,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
11168_1071299_2016_S1C_01_I32,11168_1071299_2016_S1C_01,11168,R09,I32,Open,jasmine fischer,"Monday, 29 February 2016",,35,
11168_1071299_2016_S1C_01_I40,11168_1071299_2016_S1C_01,11168,R09,I40,Open,bennett herring,"Monday, 29 February 2016",,35,
11173_1075329_2016_S1C_01_I39,11173_1075329_2016_S1C_01,11173,R22,I39,Closed,soren shaffer,"Monday, 29 February 2016","Monday, 29 February 2016",0,
11173_295143_2016_S1C_01_I30,11173_295143_2016_S1C_01,11173,R09,I30,Closed,jasmine fischer,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
11173_295143_2016_S1C_01_I31,11173_295143_2016_S1C_01,11173,R09,I31,Open,jasmine fischer,"Monday, 29 February 2016",,35,
11173_295143_2016_S1C_01_I32,11173_295143_2016_S1C_01,11173,R09,I32,Closed,ayanna christensen,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
11173_295143_2016_S1C_01_I33,11173_295143_2016_S1C_01,11173,R36,I33,Closed,chris lyons,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
